Date,Title,URL
2015-04-05,Jyoti Bikash 7th AGM book closure on Chaitra 29; 7% bonus shares proposed,https://www.sharesansar.com/newsdetail/jyoti-bikash-7th-agm-book-closure-on-chaitra-29-7-bonus-shares-proposed
2015-03-04,Jyoti Bikas Bank’s BOD proposes 7% stock dividend,https://www.sharesansar.com/newsdetail/jyoti-bikas-banks-bod-proposes-7-stock-dividend
2015-02-23,"Jyoti Bikas Bank Limited has listed its 5,18,000 units Bonus Shares in NEPSE for trading.",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-listed-its-518000-units-bonus-shares-in-nepse-for-trading
2014-12-22,6 staff of Jyoti Bikas Bank held for fraud,https://www.sharesansar.com/newsdetail/6-staff-of-jyoti-bikas-bank-held-for-fraud
2014-11-30,"5 months after completion of AGM, JBBL starts distributing dividend",https://www.sharesansar.com/newsdetail/5-months-after-completion-of-agm-jbbl-starts-distributing-dividend
2014-11-05,"Jyoti Bikas Bank Profit rises by 92.1% in Q1, NPA decline to 3.48%",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-profit-rises-by-92-1-in-q1-npa-decline-to-3-48
2014-09-17,"Two months after endorsing 12.6% dividend, why Jyoti Bikas Bank is not distributing it",https://www.sharesansar.com/newsdetail/two-months-after-endorsing-12-6-dividend-why-jyoti-bikas-bank-is-not-distributing-it
2014-07-16,Jyoti Bikas Bank finally holding its AGM today; 12.6 dividend confirmed,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-finally-holding-its-agm-today-12-6-dividend-confirmed
2014-07-01,"Today is the last chance to grab Jyoti Bikas Bank’s 12.6% dividend, too",https://www.sharesansar.com/newsdetail/today-is-the-last-chance-to-grab-jyoti-bikas-banks-12-6-dividend-too
2014-06-26,"Jyoti Bikas Bank finally announces its AGM on July 16, 12.6% dividend confirmed",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-finally-announces-its-agm-on-july-16-12-6-dividend-confirmed
2014-06-16,"Six months on, Jyoti Bikas Bank AGM, dividend remain elusive",https://www.sharesansar.com/newsdetail/six-months-on-jyoti-bikas-bank-agm-dividend-remain-elusive
2014-01-13,"Jyoti Bikas Bank pledges 12.6% dividend, including 7 % bonus shares",https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-pledges-12-6-dividend-including-7-bonus-shares
2013-12-06,Jyoti Bikas Bank share loan scheme: 60% marginal lending,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-share-loan-scheme-60-marginal-lending
2013-11-15,Jyoti Bikash Bank Limited has posted net profit of Rs.5.21 million and published its 1st quarter company analysis of the fiscal year 2070/71.,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-limited-has-posted-net-profit-of-rs-5-21-million-and-published-its-1st-quarter-company-analysis-of-the-fiscal-year-207071
2013-08-15,Jyoti Bikash Bank Limited has posted net profit of Rs 72.60 million during the 4th quarter of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-limited-has-posted-net-profit-of-rs-72-60-million-during-the-4th-quarterof-the-fiscal-year-206970
2013-08-15,Jyoti Bikash Bank Limited has published its 4th quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-limited-has-published-its-4th-quarter-company-analysis-of-the-fiscal-year-206970
2013-05-08,Jyoti Bikas Bank Limited has posted net profit of Rs 48.89 million during the 3rd quarter of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-48-89-million-during-the-3rd-quarter-of-the-fiscal-year-206970
2013-05-08,Jyoti Bikas Bank Limited has published its 3rd quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-its-3rd-quarter-company-analysis-of-the-fiscal-year-206970
2013-02-08,Jyoti Bikas Bank Limited has posted net profit of Rs 26.43 million during 2nd quarter of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-26-43-million-during-2nd-quarter-of-the-fiscal-year-206970
2013-02-08,Jyoti Bikas Bank Limited has published its 2nd quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-its-2nd-quarter-company-analysis-of-the-fiscal-year-206970
2013-02-08,Jyoti Bikas Bank Limited has published its 5th AGM approved the audited financial report for the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-its-5th-agm-approved-the-audited-financial-report-for-the-fiscal-year-206869
2013-02-08,Jyoti Bikas Bank Limited has published its 5th AGM minute.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-its-5th-agm-minute
2012-11-12,Jyoti Bikas Bank Limited has posted net profit of Rs 7.29 million during 1st quarter of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-7-29-million-during-1st-quarter-of-the-fiscal-year-206970
2012-11-12,Jyoti Bikas Bank Limited has published its 1st quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-its-1st-quarter-company-analysis-of-the-fiscal-year-206970
2012-08-16,Jyoti Bikas Bank Limited has posted net profit of Rs 55.24 million and published its 4th quarter company analysis of the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-55-24-million-and-published-its-4th-quarter-company-analysis-of-the-fiscal-year-206869
2012-05-13,Jyoti Bikas Bank Limited has posted net profit of Rs.37.35 million and published its third quarter company analysis of the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-37-35-million-and-published-its-third-quarter-company-analysis-of-the-fiscal-year-206869
2012-02-12,Jyoti Bikas Bank Limited has posted net profit of Rs.24.6 million and published its second quarter company analysis of the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-24-6-million-and-published-its-second-quarter-company-analysis-of-the-fiscal-year-206869
2012-01-27,Jyoti Bikas Bank Limited has published its 4th AGM minute.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-its-4th-agm-minute
2012-01-27,Jyoti Bikas Bank Limited has published its audited financial report of the fiscal year 2067/68.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-its-audited-financial-report-of-the-fiscal-year-206768
2011-12-29,Jyoti Bikas Bank Limited is distributing 8.50 percent cash dividend warrant to its shareholders from today (14th Poush 2068).,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-is-distributing-8-50-percent-cash-dividend-warrant-to-its-shareholders-from-today-14th-poush-2068
2011-12-01,Jyoti Bikas Bank Limited has published a book closure notice for its upcoming AGM on 23rd Mangsir 2068.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-published-a-book-closure-notice-for-its-upcoming-agm-on-23rd-mangsir-2068
2011-11-28,Jyoti Bikas Bank Limited has announced its 4th Annual General Meeting going to be held on 13th Poush 2068.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-announced-its-4th-annual-general-meeting-going-to-be-held-on-13th-poush-2068
2011-11-20,Jyoti Bikas Bank Limited has posted net profit of Rs.17.30 million and published its first quarter company analysis of the fical year 2068/69.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-17-30-million-and-published-its-first-quarter-company-analysis-of-the-fical-year-206869
2011-08-17,Jyoti Bikas Bank Limited has posted net profit of Rs.61.36 million and published its fourth quarter company analysis of the fiscal year 2067/68.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-limited-has-posted-net-profit-of-rs-61-36-million-and-published-its-fourth-quarter-company-analysis-of-the-fiscal-year-206768
2011-05-10,Jyoti Bikash Bank Limited has posted a net profit of Rs 42.731 million and published its 3rd quarter company analysis of the fiscal year 2067/68.,https://www.sharesansar.com/newsdetail/jyoti-bikash-bank-limited-has-posted-a-net-profit-of-rs-42-731-million-and-published-its-3rd-quarter-company-analysis-of-the-fiscal-year-206768
2011-03-29,Jyoti Bikas Bank Ltd. has published minute and financial report of fiscal year 2066/67.,https://www.sharesansar.com/newsdetail/jyoti-bikas-bank-ltd-has-published-minute-and-financial-report-of-fiscal-year-206667
